# DICHROIC = D55
# HA = +00:42:04.9
# ANGLE = 27 deg  17 min
# OBSERVER = jan van roestel
# OBSLST = 04:21:01.5
# OBJECT = ZTFJ19acblzux
# CASSPA = 15.00
# PARALLAC = 13.84
# HOURANG = W00:42:04.9
# CCDTEMP = 161.64
# LAMPS = 0000000
# RA = 03:37:57.91
# GRATING = 600/4000
# APERTURE = 1.0
# TELFOCUS = 43.57 mm
# AIRMASS = 1.296
# DEC = -04:59:31.6
# UTSHUT = 2019-10-01T11:28:50.525
# EXPTIME = 2400
lambda_AA flux
6608.600 1.1485e-16
6610.125 1.1751e-16
6611.650 1.2215e-16
6613.175 1.2095e-16
6614.700 1.1419e-16
6616.225 1.1153e-16
6617.750 1.1542e-16
6619.275 1.1966e-16
6620.800 1.1856e-16
6622.325 1.1709e-16
6623.850 1.1762e-16
6625.375 1.1777e-16
6626.900 1.203e-16
6628.425 1.2217e-16
6629.950 1.1963e-16
6631.475 1.1557e-16
6633.000 1.1545e-16
6634.525 1.1974e-16
6636.050 1.2224e-16
6637.575 1.2276e-16
6639.100 1.198e-16
6640.625 1.183e-16
6642.150 1.2136e-16
6643.675 1.2278e-16
6645.200 1.2152e-16
6646.725 1.1841e-16
6648.250 1.1709e-16
6649.775 1.1911e-16
6651.300 1.1902e-16
6652.825 1.1479e-16
6654.350 1.1666e-16
6655.875 1.1905e-16
6657.400 1.2031e-16
6658.925 1.2413e-16
6660.450 1.2313e-16
6661.975 1.1963e-16
6663.500 1.1463e-16
6665.025 1.1283e-16
6666.550 1.1301e-16
6668.075 1.1487e-16
6669.600 1.1792e-16
6671.125 1.1934e-16
6672.650 1.1702e-16
6674.175 1.1299e-16
6675.700 1.1197e-16
6677.225 1.1618e-16
6678.750 1.1798e-16
6680.275 1.1413e-16
6681.800 1.0775e-16
6683.325 1.0948e-16
6684.850 1.1286e-16
6686.375 1.1054e-16
6687.900 1.123e-16
6689.425 1.1496e-16
6690.950 1.1333e-16
6692.475 1.1157e-16
6694.000 1.0869e-16
6695.525 1.114e-16
6697.050 1.1594e-16
6698.575 1.1634e-16
6700.100 1.1042e-16
6701.625 1.0406e-16
6703.150 1.1177e-16
6704.675 1.1389e-16
6706.200 1.1017e-16
6707.725 1.1273e-16
6709.250 1.1465e-16
6710.775 1.1078e-16
6712.300 1.0934e-16
6713.825 1.111e-16
6715.350 1.1537e-16
6716.875 1.1346e-16
6718.400 1.102e-16
6719.925 1.1034e-16
6721.450 1.1061e-16
6722.975 1.0909e-16
6724.500 1.0648e-16
6726.025 1.07e-16
6727.550 1.0953e-16
6729.075 1.1102e-16
6730.600 1.1299e-16
6732.125 1.1362e-16
6733.650 1.0931e-16
6735.175 1.084e-16
6736.700 1.0628e-16
6738.225 1.0753e-16
6739.750 1.0999e-16
6741.275 1.1235e-16
6742.800 1.0923e-16
6744.325 1.0941e-16
6745.850 1.1105e-16
6747.375 1.1487e-16
6748.900 1.1601e-16
6750.425 1.1302e-16
6751.950 1.0584e-16
6753.475 1.0564e-16
6755.000 1.1512e-16
6756.525 1.1393e-16
6758.050 1.1257e-16
6759.575 1.1302e-16
6761.100 1.1075e-16
6762.625 1.1299e-16
6764.150 1.1107e-16
6765.675 1.0993e-16
6767.200 1.0893e-16
6768.725 1.0613e-16
6770.250 1.0705e-16
6771.775 1.0913e-16
6773.300 1.1016e-16
6774.825 1.0715e-16
6776.350 1.0707e-16
6777.875 1.0705e-16
6779.400 1.0883e-16
6780.925 1.0866e-16
6782.450 1.0907e-16
6783.975 1.1162e-16
6785.500 1.0993e-16
6787.025 1.061e-16
6788.550 1.053e-16
6790.075 1.0475e-16
6791.600 1.0848e-16
6793.125 1.0877e-16
6794.650 1.054e-16
6796.175 1.0894e-16
6797.700 1.073e-16
6799.225 1.0011e-16
6800.750 9.0752e-17
6802.275 8.9045e-17
6803.800 9.3626e-17
6805.325 9.875e-17
6806.850 1.0341e-16
6808.375 1.0735e-16
6809.900 1.064e-16
6811.425 1.0542e-16
6812.950 1.0809e-16
6814.475 1.0898e-16
6816.000 1.0994e-16
6817.525 1.076e-16
6819.050 1.0274e-16
6820.575 9.9169e-17
6822.100 9.4591e-17
6823.625 9.1046e-17
6825.150 9.5271e-17
6826.675 1.0044e-16
6828.200 1.0738e-16
6829.725 1.0945e-16
6831.250 1.0542e-16
6832.775 1.0317e-16
6834.300 1.0179e-16
6835.825 1.0035e-16
6837.350 9.9133e-17
6838.875 9.9731e-17
6840.400 9.8153e-17
6841.925 9.9334e-17
6843.450 1.0154e-16
6844.975 1.0073e-16
6846.500 1.0048e-16
6848.025 1.0193e-16
6849.550 1.0205e-16
6851.075 1.0127e-16
6852.600 1.0434e-16
6854.125 1.0385e-16
6855.650 9.8299e-17
6857.175 9.7154e-17
6858.700 1.0342e-16
6860.225 1.0787e-16
6861.750 1.0278e-16
6863.275 9.1682e-17
6864.800 8.1289e-17
6866.325 7.2073e-17
6867.850 6.727e-17
6869.375 6.851e-17
6870.900 7.0851e-17
6872.425 7.5803e-17
6873.950 8.2878e-17
6875.475 8.5928e-17
6877.000 8.8383e-17
6878.525 9.1661e-17
6880.050 9.2585e-17
6881.575 9.2019e-17
6883.100 9.0634e-17
6884.625 9.0923e-17
6886.150 8.866e-17
6887.675 8.4142e-17
6889.200 8.4534e-17
6890.725 9.0285e-17
6892.250 8.9805e-17
6893.775 8.6964e-17
6895.300 8.7082e-17
6896.825 8.8669e-17
6898.350 8.6603e-17
6899.875 8.6593e-17
6901.400 8.9046e-17
6902.925 9.1177e-17
6904.450 8.9514e-17
6905.975 8.5049e-17
6907.500 9.1419e-17
6909.025 9.5978e-17
6910.550 9.3792e-17
6912.075 9.387e-17
6913.600 9.66e-17
6915.125 9.7966e-17
6916.650 9.9082e-17
6918.175 9.9637e-17
6919.700 9.2874e-17
6921.225 8.5755e-17
6922.750 8.989e-17
6924.275 1.0131e-16
6925.800 1.0174e-16
6927.325 1.0105e-16
6928.850 1.0215e-16
6930.375 9.88e-17
6931.900 9.4876e-17
6933.425 9.6867e-17
6934.950 9.8701e-17
6936.475 9.856e-17
6938.000 9.8193e-17
6939.525 9.7529e-17
6941.050 9.2662e-17
6942.575 9.0684e-17
6944.100 9.3921e-17
6945.625 9.9822e-17
6947.150 9.7486e-17
6948.675 9.6861e-17
6950.200 9.6141e-17
6951.725 9.5208e-17
6953.250 9.3774e-17
6954.775 9.4811e-17
6956.300 9.7839e-17
6957.825 9.0611e-17
6959.350 8.6595e-17
6960.875 8.806e-17
6962.400 8.5102e-17
6963.925 8.8121e-17
6965.450 9.6851e-17
6966.975 9.2889e-17
6968.500 8.7473e-17
6970.025 8.683e-17
6971.550 9.1727e-17
6973.075 9.1964e-17
6974.600 9.09e-17
6976.125 8.9567e-17
6977.650 9.0045e-17
6979.175 8.9837e-17
6980.700 9.0632e-17
6982.225 9.4175e-17
6983.750 9.5871e-17
6985.275 9.2611e-17
6986.800 9.1232e-17
6988.325 8.8871e-17
6989.850 8.74e-17
6991.375 8.9962e-17
6992.900 9.1267e-17
6994.425 8.8438e-17
6995.950 9.1122e-17
6997.475 9.3239e-17
6999.000 9.4444e-17
7000.525 9.1992e-17
7002.050 8.8244e-17
7003.575 9.1197e-17
7005.100 8.9791e-17
7006.625 8.878e-17
7008.150 9.3494e-17
7009.675 9.0227e-17
7011.200 8.6912e-17
7012.725 8.5721e-17
7014.250 8.8779e-17
7015.775 9.1093e-17
7017.300 8.7932e-17
7018.825 8.6051e-17
7020.350 8.9575e-17
7021.875 9.0055e-17
7023.400 8.8231e-17
7024.925 8.6282e-17
7026.450 8.4579e-17
7027.975 8.6915e-17
7029.500 8.7808e-17
7031.025 8.4619e-17
7032.550 8.3879e-17
7034.075 8.6602e-17
7035.600 8.7467e-17
7037.125 8.5665e-17
7038.650 8.3898e-17
7040.175 8.582e-17
7041.700 8.7741e-17
7043.225 8.6602e-17
7044.750 8.4938e-17
7046.275 8.3675e-17
7047.800 8.223e-17
7049.325 8.2426e-17
7050.850 8.2275e-17
7052.375 8.1447e-17
7053.900 8.1535e-17
7055.425 8.0906e-17
7056.950 8.096e-17
7058.475 8.1791e-17
7060.000 8.2623e-17
7061.525 8.3972e-17
7063.050 8.3707e-17
7064.575 8.162e-17
7066.100 8.1878e-17
7067.625 8.293e-17
7069.150 8.2199e-17
7070.675 8.2566e-17
7072.200 8.0957e-17
7073.725 7.7654e-17
7075.250 7.9706e-17
7076.775 8.3239e-17
7078.300 8.5145e-17
7079.825 8.8338e-17
7081.350 8.7982e-17
7082.875 8.5496e-17
7084.400 8.5748e-17
7085.925 8.5828e-17
7087.450 8.4216e-17
7088.975 8.2388e-17
7090.500 8.204e-17
7092.025 8.653e-17
7093.550 8.7087e-17
7095.075 8.2673e-17
7096.600 8.1067e-17
7098.125 8.1677e-17
7099.650 8.3558e-17
7101.175 8.1495e-17
7102.700 8.3e-17
7104.225 8.4012e-17
7105.750 8.4218e-17
7107.275 8.3625e-17
7108.800 8.3454e-17
7110.325 8.0905e-17
7111.850 8.1025e-17
7113.375 8.5828e-17
7114.900 8.5101e-17
7116.425 8.6795e-17
7117.950 8.6184e-17
7119.475 8.6063e-17
7121.000 8.5578e-17
7122.525 8.5269e-17
7124.050 8.5275e-17
7125.575 8.373e-17
7127.100 8.7173e-17
7128.625 8.7185e-17
7130.150 8.4662e-17
7131.675 9.0116e-17
7133.200 9.1037e-17
7134.725 8.7056e-17
7136.250 8.6807e-17
7137.775 8.7826e-17
7139.300 8.8174e-17
7140.825 8.8633e-17
7142.350 8.6596e-17
7143.875 8.6108e-17
7145.400 8.7674e-17
7146.925 8.9087e-17
7148.450 8.7994e-17
7149.975 8.5812e-17
7151.500 8.4786e-17
7153.025 8.3569e-17
7154.550 8.5539e-17
7156.075 8.7838e-17
7157.600 9.0739e-17
7159.125 8.9437e-17
7160.650 8.6232e-17
7162.175 8.5651e-17
7163.700 8.6648e-17
7165.225 8.5992e-17
7166.750 8.4487e-17
7168.275 8.3055e-17
7169.800 8.4103e-17
7171.325 8.5154e-17
7172.850 8.3465e-17
7174.375 8.4434e-17
7175.900 8.6116e-17
7177.425 8.4191e-17
7178.950 8.5277e-17
7180.475 8.4908e-17
7182.000 8.5694e-17
7183.525 8.2461e-17
7185.050 7.9857e-17
7186.575 8.1714e-17
7188.100 8.3605e-17
7189.625 8.258e-17
7191.150 8.1777e-17
7192.675 8.3305e-17
7194.200 8.0895e-17
7195.725 7.9357e-17
7197.250 8.238e-17
7198.775 8.5378e-17
7200.300 8.3433e-17
7201.825 8.1786e-17
7203.350 8.3698e-17
7204.875 8.429e-17
7206.400 8.3884e-17
7207.925 8.6192e-17
7209.450 8.6492e-17
7210.975 8.41e-17
7212.500 8.4086e-17
7214.025 8.576e-17
7215.550 8.6506e-17
7217.075 8.7938e-17
7218.600 8.9894e-17
7220.125 8.9718e-17
7221.650 8.6876e-17
7223.175 8.7393e-17
7224.700 8.9105e-17
7226.225 8.7579e-17
7227.750 8.9428e-17
7229.275 9.1816e-17
7230.800 8.8418e-17
7232.325 8.5505e-17
7233.850 9.0399e-17
7235.375 9.6681e-17
7236.900 9.4655e-17
7238.425 8.6332e-17
7239.950 8.1678e-17
7241.475 8.0249e-17
7243.000 8.278e-17
7244.525 9.1017e-17
7246.050 9.296e-17
7247.575 8.5434e-17
7249.100 7.9537e-17
7250.625 8.3957e-17
7252.150 8.8416e-17
7253.675 8.9203e-17
7255.200 8.7689e-17
7256.725 8.9883e-17
7258.250 8.6908e-17
7259.775 8.497e-17
7261.300 8.6876e-17
7262.825 8.6008e-17
7264.350 8.5779e-17
7265.875 8.5875e-17
7267.400 8.8402e-17
7268.925 8.411e-17
7270.450 7.7758e-17
7271.975 7.9778e-17
7273.500 8.6388e-17
7275.025 8.973e-17
7276.550 8.4734e-17
7278.075 8.8709e-17
7279.600 8.8715e-17
7281.125 8.6081e-17
7282.650 9.1647e-17
7284.175 9.2234e-17
7285.700 8.8657e-17
7287.225 8.7848e-17
7288.750 8.6515e-17
7290.275 8.1953e-17
7291.800 8.5424e-17
7293.325 8.9815e-17
7294.850 8.8759e-17
7296.375 9.0019e-17
7297.900 9.1028e-17
7299.425 8.7913e-17
7300.950 8.4054e-17
7302.475 8.2022e-17
7304.000 8.501e-17
7305.525 8.3332e-17
7307.050 8.0883e-17
7308.575 8.4076e-17
7310.100 8.6563e-17
7311.625 9.3105e-17
7313.150 8.9998e-17
7314.675 8.7754e-17
7316.200 8.5037e-17
7317.725 8.425e-17
7319.250 7.976e-17
7320.775 8.1135e-17
7322.300 8.4519e-17
7323.825 9.0958e-17
7325.350 9.1934e-17
7326.875 8.7302e-17
7328.400 8.3446e-17
7329.925 8.2258e-17
7331.450 8.3655e-17
7332.975 8.4191e-17
7334.500 8.3148e-17
7336.025 8.3862e-17
7337.550 8.3313e-17
7339.075 8.5363e-17
7340.600 8.7219e-17
7342.125 8.7825e-17
7343.650 8.9455e-17
7345.175 8.8093e-17
7346.700 8.5938e-17
7348.225 8.8345e-17
7349.750 8.8088e-17
7351.275 8.5694e-17
7352.800 8.4663e-17
7354.325 8.4402e-17
7355.850 8.4194e-17
7357.375 8.4127e-17
7358.900 8.3431e-17
7360.425 8.421e-17
7361.950 8.431e-17
7363.475 8.5037e-17
7365.000 8.4386e-17
7366.525 8.6936e-17
7368.050 8.618e-17
7369.575 8.2311e-17
7371.100 8.2589e-17
7372.625 8.2847e-17
7374.150 8.66e-17
7375.675 8.8556e-17
7377.200 8.6985e-17
7378.725 8.6357e-17
7380.250 8.7283e-17
7381.775 8.8142e-17
7383.300 8.7313e-17
7384.825 8.7065e-17
7386.350 8.6803e-17
7387.875 8.6624e-17
7389.400 8.7297e-17
7390.925 8.694e-17
7392.450 8.3935e-17
7393.975 8.4611e-17
7395.500 8.487e-17
7397.025 8.273e-17
7398.550 8.3571e-17
7400.075 8.2525e-17
7401.600 8.1925e-17
7403.125 8.2616e-17
7404.650 8.5764e-17
7406.175 8.5823e-17
7407.700 8.362e-17
7409.225 8.4971e-17
7410.750 8.4758e-17
7412.275 8.4916e-17
7413.800 8.6561e-17
7415.325 8.5264e-17
7416.850 8.4634e-17
7418.375 8.5469e-17
7419.900 8.4628e-17
7421.425 8.4691e-17
7422.950 8.5437e-17
7424.475 8.9083e-17
7426.000 9.3351e-17
7427.525 9.1824e-17
7429.050 8.8769e-17
7430.575 8.2447e-17
7432.100 8.046e-17
7433.625 8.6889e-17
7435.150 8.5875e-17
7436.675 8.2095e-17
7438.200 8.6449e-17
7439.725 8.642e-17
7441.250 8.7249e-17
7442.775 8.7016e-17
7444.300 8.5767e-17
7445.825 8.5517e-17
7447.350 8.571e-17
7448.875 8.7648e-17
7450.400 8.9756e-17
7451.925 8.7599e-17
7453.450 8.6828e-17
7454.975 8.449e-17
7456.500 8.3848e-17
7458.025 8.5502e-17
7459.550 8.655e-17
7461.075 8.1567e-17
7462.600 8.3675e-17
7464.125 8.3412e-17
7465.650 8.2144e-17
7467.175 8.6897e-17
7468.700 8.7783e-17
7470.225 8.8207e-17
7471.750 8.9157e-17
7473.275 8.4738e-17
7474.800 8.4325e-17
7476.325 8.6998e-17
7477.850 8.4083e-17
7479.375 8.1305e-17
7480.900 8.5809e-17
7482.425 8.7126e-17
7483.950 8.1608e-17
7485.475 8.381e-17
7487.000 8.7534e-17
7488.525 8.6563e-17
7490.050 8.3181e-17
7491.575 8.3962e-17
7493.100 8.6255e-17
7494.625 8.5775e-17
7496.150 8.2039e-17
7497.675 7.9243e-17
7499.200 8.0543e-17
7500.725 8.3952e-17
7502.250 8.7781e-17
7503.775 8.6371e-17
7505.300 8.6498e-17
7506.825 8.7897e-17
7508.350 8.6618e-17
7509.875 8.4252e-17
7511.400 8.5618e-17
7512.925 8.7534e-17
7514.450 8.6459e-17
7515.975 8.5746e-17
7517.500 8.367e-17
7519.025 8.585e-17
7520.550 9.0211e-17
7522.075 8.9568e-17
7523.600 8.8391e-17
7525.125 8.6345e-17
7526.650 8.1811e-17
7528.175 8.2861e-17
7529.700 8.6365e-17
7531.225 8.3882e-17
7532.750 8.2606e-17
7534.275 8.1435e-17
7535.800 8.239e-17
7537.325 8.6339e-17
7538.850 8.7357e-17
7540.375 8.5654e-17
7541.900 7.9577e-17
7543.425 8.0794e-17
7544.950 8.6002e-17
7546.475 8.56e-17
7548.000 8.1786e-17
7549.525 8.2209e-17
7551.050 8.2794e-17
7552.575 8.3219e-17
7554.100 8.1215e-17
7555.625 7.7324e-17
7557.150 8.1646e-17
7558.675 8.6017e-17
7560.200 8.3779e-17
7561.725 8.315e-17
7563.250 8.2671e-17
7564.775 8.5899e-17
7566.300 8.5992e-17
7567.825 8.5147e-17
7569.350 8.3263e-17
7570.875 8.2905e-17
7572.400 8.0656e-17
7573.925 7.6274e-17
7575.450 7.7889e-17
7576.975 7.8123e-17
7578.500 8.1464e-17
7580.025 8.4275e-17
7581.550 8.2764e-17
7583.075 8.3808e-17
7584.600 8.3299e-17
7586.125 8.2162e-17
7587.650 7.9979e-17
7589.175 7.5008e-17
7590.700 6.9524e-17
7592.225 5.5933e-17
7593.750 4.4623e-17
7595.275 3.7001e-17
7596.800 3.2681e-17
7598.325 2.8387e-17
7599.850 2.2388e-17
7601.375 1.8438e-17
7602.900 1.6824e-17
7604.425 2.0827e-17
7605.950 2.3216e-17
7607.475 2.2473e-17
7609.000 2.4107e-17
7610.525 3.2506e-17
7612.050 4.0443e-17
7613.575 4.9624e-17
7615.100 5.7924e-17
7616.625 6.213e-17
7618.150 5.8797e-17
7619.675 4.9834e-17
7621.200 4.2442e-17
7622.725 3.9274e-17
7624.250 3.8523e-17
7625.775 3.6907e-17
7627.300 3.5883e-17
7628.825 3.6732e-17
7630.350 3.9229e-17
7631.875 4.1214e-17
7633.400 4.3123e-17
7634.925 4.5035e-17
7636.450 4.6111e-17
7637.975 4.4474e-17
7639.500 4.6982e-17
7641.025 4.9499e-17
7642.550 4.7109e-17
7644.075 4.9e-17
7645.600 5.2838e-17
7647.125 5.0589e-17
7648.650 5.1416e-17
7650.175 5.3915e-17
7651.700 5.3107e-17
7653.225 5.4759e-17
7654.750 5.6906e-17
7656.275 5.7491e-17
7657.800 5.5919e-17
7659.325 5.4339e-17
7660.850 5.8572e-17
7662.375 6.1056e-17
7663.900 5.9032e-17
7665.425 6.1907e-17
7666.950 6.2493e-17
7668.475 5.9053e-17
7670.000 5.645e-17
7671.525 5.4353e-17
7673.050 5.4522e-17
7674.575 5.6358e-17
7676.100 5.7705e-17
7677.625 5.7565e-17
7679.150 5.8262e-17
7680.675 5.5174e-17
7682.200 5.3865e-17
7683.725 5.7156e-17
7685.250 5.8241e-17
7686.775 5.9152e-17
7688.300 5.6856e-17
7689.825 5.437e-17
7691.350 5.3852e-17
7692.875 5.791e-17
7694.400 5.6431e-17
7695.925 5.1927e-17
7697.450 5.6522e-17
7698.975 6.2709e-17
7700.500 5.921e-17
7702.025 5.2967e-17
7703.550 5.31e-17
7705.075 5.6802e-17
7706.600 5.7051e-17
7708.125 5.7407e-17
7709.650 5.2771e-17
7711.175 5.0608e-17
7712.700 4.744e-17
7714.225 4.9657e-17
7715.750 5.0159e-17
7717.275 5.1167e-17
7718.800 4.6083e-17
7720.325 4.9554e-17
7721.850 5.2873e-17
7723.375 5.313e-17
7724.900 5.3543e-17
7726.425 5.1157e-17
7727.950 4.9774e-17
7729.475 4.9752e-17
7731.000 5.102e-17
7732.525 5.4465e-17
7734.050 5.348e-17
7735.575 5.2066e-17
7737.100 5.0066e-17
7738.625 4.8152e-17
7740.150 5.1882e-17
7741.675 5.0156e-17
7743.200 4.8904e-17
7744.725 5.6104e-17
7746.250 6.4141e-17
7747.775 6.0441e-17
7749.300 5.6736e-17
7750.825 5.2103e-17
7752.350 4.8688e-17
7753.875 4.9881e-17
7755.400 5.5148e-17
7756.925 5.7906e-17
7758.450 5.0736e-17
7759.975 4.53e-17
7761.500 4.7671e-17
7763.025 5.1914e-17
7764.550 5.6099e-17
7766.075 5.5943e-17
7767.600 5.0061e-17
7769.125 5.0255e-17
7770.650 5.5205e-17
7772.175 5.5129e-17
7773.700 5.4098e-17
7775.225 5.463e-17
7776.750 5.502e-17
7778.275 5.9187e-17
7779.800 6.1768e-17
7781.325 5.8917e-17
7782.850 5.6918e-17
7784.375 5.6794e-17
7785.900 5.8537e-17
7787.425 6.074e-17
7788.950 6.0751e-17
7790.475 5.9441e-17
7792.000 5.7074e-17
7793.525 5.5971e-17
7795.050 5.5813e-17
7796.575 5.5334e-17
7798.100 5.5956e-17
7799.625 5.5575e-17
7801.150 5.6328e-17
7802.675 6.0042e-17
7804.200 6.0133e-17
7805.725 5.9886e-17
7807.250 5.9188e-17
7808.775 5.7373e-17
7810.300 5.9528e-17
7811.825 5.8963e-17
7813.350 5.8274e-17
7814.875 5.6006e-17
7816.400 5.5623e-17
7817.925 5.7052e-17
7819.450 5.6077e-17
7820.975 5.8493e-17
7822.500 5.554e-17
7824.025 5.5133e-17
7825.550 5.8641e-17
7827.075 6.035e-17
7828.600 5.9572e-17
7830.125 5.983e-17
7831.650 5.8904e-17
7833.175 5.8048e-17
7834.700 5.7191e-17
7836.225 5.9364e-17
7837.750 6.184e-17
7839.275 6.1321e-17
7840.800 6.194e-17
7842.325 5.6204e-17
7843.850 5.7e-17
7845.375 5.9372e-17
7846.900 6.2519e-17
7848.425 6.1607e-17
7849.950 5.7952e-17
7851.475 6.3425e-17
7853.000 6.4023e-17
7854.525 6.1609e-17
7856.050 5.8436e-17
7857.575 5.9512e-17
7859.100 5.6265e-17
7860.625 5.4377e-17
7862.150 5.7938e-17
7863.675 6.2036e-17
7865.200 6.3218e-17
7866.725 6.1288e-17
7868.250 5.7428e-17
7869.775 5.6853e-17
7871.300 6.0286e-17
7872.825 6.1127e-17
7874.350 6.189e-17
7875.875 6.4417e-17
7877.400 6.6365e-17
7878.925 6.4442e-17
7880.450 6.3253e-17
7881.975 6.8068e-17
7883.500 6.5255e-17
7885.025 5.9838e-17
7886.550 6.2296e-17
7888.075 6.5743e-17
7889.600 6.3991e-17
7891.125 6.0301e-17
7892.650 6.2708e-17
7894.175 6.675e-17
7895.700 6.8035e-17
7897.225 6.5787e-17
7898.750 6.457e-17
7900.275 7.0848e-17
7901.800 7.2129e-17
7903.325 6.9579e-17
7904.850 6.9977e-17
7906.375 7.0826e-17
7907.900 7.2604e-17
7909.425 7.1192e-17
7910.950 7.6144e-17
7912.475 7.9111e-17
7914.000 7.2726e-17
7915.525 7.4283e-17
7917.050 7.7693e-17
7918.575 7.9672e-17
7920.100 7.9539e-17
7921.625 7.3878e-17
7923.150 7.3756e-17
7924.675 7.6339e-17
7926.200 7.7855e-17
7927.725 7.5794e-17
7929.250 7.6011e-17
7930.775 8.044e-17
7932.300 8.0033e-17
7933.825 7.7383e-17
7935.350 7.6054e-17
7936.875 8.1619e-17
7938.400 8.3269e-17
7939.925 8.2937e-17
7941.450 8.2393e-17
7942.975 8.1752e-17
7944.500 8.2105e-17
7946.025 8.6827e-17
7947.550 8.5826e-17
7949.075 8.287e-17
7950.600 8.37e-17
7952.125 8.455e-17
7953.650 8.5249e-17
7955.175 8.2703e-17
7956.700 8.5185e-17
7958.225 8.986e-17
7959.750 8.9006e-17
7961.275 8.5388e-17
7962.800 8.5981e-17
7964.325 8.934e-17
7965.850 8.9256e-17
7967.375 8.9572e-17
7968.900 8.6112e-17
7970.425 8.6339e-17
7971.950 8.7663e-17
7973.475 9.0395e-17
7975.000 9.4175e-17
7976.525 9.6587e-17
7978.050 9.0097e-17
7979.575 8.3795e-17
7981.100 8.3124e-17
7982.625 8.5868e-17
7984.150 8.882e-17
7985.675 9.1136e-17
7987.200 8.9339e-17
7988.725 8.5421e-17
7990.250 8.6594e-17
7991.775 8.975e-17
7993.300 8.7278e-17
7994.825 8.6942e-17
7996.350 8.7231e-17
7997.875 8.78e-17
7999.400 8.9087e-17
8000.925 8.9714e-17
8002.450 8.7954e-17
8003.975 8.7765e-17
8005.500 8.7434e-17
8007.025 8.8614e-17
8008.550 8.9424e-17
8010.075 9.196e-17
8011.600 9.4917e-17
8013.125 9.1919e-17
8014.650 9.2274e-17
8016.175 9.281e-17
8017.700 8.6068e-17
8019.225 8.463e-17
8020.750 9.5515e-17
8022.275 1.0541e-16
8023.800 1.0266e-16
8025.325 9.2448e-17
8026.850 8.6844e-17
8028.375 8.8857e-17
8029.900 9.3358e-17
8031.425 9.4065e-17
8032.950 9.3528e-17
8034.475 9.6697e-17
8036.000 9.7106e-17
8037.525 9.2476e-17
8039.050 9.0089e-17
8040.575 9.2824e-17
8042.100 9.6996e-17
8043.625 9.7275e-17
8045.150 9.7916e-17
8046.675 9.5853e-17
8048.200 9.1418e-17
8049.725 9.8792e-17
8051.250 9.9046e-17
8052.775 9.7723e-17
8054.300 9.5601e-17
8055.825 9.4057e-17
8057.350 9.7618e-17
8058.875 1.0088e-16
8060.400 1.0381e-16
8061.925 1.021e-16
8063.450 9.6761e-17
8064.975 9.292e-17
8066.500 9.4373e-17
8068.025 9.7873e-17
8069.550 9.5128e-17
8071.075 9.3138e-17
8072.600 9.3327e-17
8074.125 9.6028e-17
8075.650 9.8338e-17
8077.175 9.7852e-17
8078.700 9.5998e-17
8080.225 9.5187e-17
8081.750 9.6148e-17
8083.275 9.5635e-17
8084.800 9.8658e-17
8086.325 9.8197e-17
8087.850 9.8683e-17
8089.375 1.0077e-16
8090.900 9.8681e-17
8092.425 9.7069e-17
8093.950 9.5196e-17
8095.475 9.1769e-17
8097.000 9.4223e-17
8098.525 9.5947e-17
8100.050 9.1269e-17
8101.575 9.0841e-17
8103.100 9.2781e-17
8104.625 9.1613e-17
8106.150 9.1338e-17
8107.675 9.5136e-17
8109.200 9.7048e-17
8110.725 1.0066e-16
8112.250 9.5996e-17
8113.775 9.062e-17
8115.300 9.4909e-17
8116.825 9.5865e-17
8118.350 9.2895e-17
8119.875 9.0883e-17
8121.400 9.1316e-17
8122.925 9.4671e-17
8124.450 9.5607e-17
8125.975 9.8101e-17
8127.500 9.9364e-17
8129.025 9.5898e-17
8130.550 9.6251e-17
8132.075 9.5026e-17
8133.600 8.964e-17
8135.125 9.0766e-17
8136.650 9.0811e-17
8138.175 8.5076e-17
8139.700 8.6902e-17
8141.225 9.2883e-17
8142.750 9.236e-17
8144.275 9.0237e-17
8145.800 9.1161e-17
8147.325 9.0777e-17
8148.850 8.8136e-17
8150.375 8.6396e-17
8151.900 8.7392e-17
8153.425 8.7703e-17
8154.950 8.7917e-17
8156.475 8.826e-17
8158.000 8.398e-17
8159.525 8.4593e-17
8161.050 8.6793e-17
8162.575 8.5321e-17
8164.100 8.0469e-17
8165.625 8.0072e-17
8167.150 8.312e-17
8168.675 8.2944e-17
8170.200 8.3765e-17
8171.725 8.4143e-17
8173.250 8.6561e-17
8174.775 8.501e-17
8176.300 7.825e-17
8177.825 7.8475e-17
8179.350 8.3149e-17
8180.875 8.917e-17
8182.400 8.8568e-17
8183.925 7.8985e-17
8185.450 7.8903e-17
8186.975 8.2054e-17
8188.500 7.7683e-17
8190.025 7.7349e-17
8191.550 8.3513e-17
8193.075 8.2186e-17
8194.600 7.8897e-17
8196.125 7.576e-17
8197.650 7.6305e-17
8199.175 8.1552e-17
8200.700 8.112e-17
8202.225 7.8284e-17
8203.750 7.969e-17
8205.275 7.9338e-17
8206.800 7.4676e-17
8208.325 7.6202e-17
8209.850 8.0048e-17
8211.375 7.78e-17
8212.900 7.2129e-17
8214.425 7.4765e-17
8215.950 7.6105e-17
8217.475 7.4721e-17
8219.000 7.7448e-17
8220.525 7.8306e-17
8222.050 7.8343e-17
8223.575 7.4827e-17
8225.100 7.238e-17
8226.625 6.9629e-17
8228.150 6.6264e-17
8229.675 6.8794e-17
